"CAPITULO","GRUPO","CATEGORIA","DESCRIP"
"17",Q65-Q79,Q72,Defectos por reducción del miembro inferior (Q72)
"17",Q65-Q79,Q73,Defectos por reducción de miembro no especificado (Q73)
"17",Q65-Q79,Q74,Otras anomalías congénitas del (de los) miembro(s) (Q74)
"17",Q65-Q79,Q75,Otras malformaciones congénitas de los huesos del cráneo y de la cara (Q75)
"17",Q65-Q79,Q76,Malformaciones congénitas de la columna vertebral y tórax óseo (Q76)
"17",Q65-Q79,Q77,Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral (Q77)
"17",Q65-Q79,Q78,Otras osteocondrodisplasias (Q78)
"17",Q65-Q79,Q79,"Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte (Q79)"
"17",Q80-Q89,Q80,Ictiosis congénita (Q80)
"17",Q80-Q89,Q81,Epidermólisis bullosa (Q81)
"17",Q80-Q89,Q82,Otras malformaciones congénitas de la piel (Q82)
"17",Q80-Q89,Q83,Malformaciones congénitas de la mama (Q83)
"17",Q80-Q89,Q84,Otras malformaciones congénitas de las faneras (Q84)
"17",Q80-Q89,Q85,"Facomatosis, no clasificada en otra parte (Q85)"
"17",Q80-Q89,Q86,"Síndromes de malformaciones congénitas debidos a causas exógenas conocidas, no clasificados en otra parte (Q86)"
"17",Q80-Q89,Q87,Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas (Q87)
"17",Q80-Q89,Q89,"Otras malformaciones congénitas, no clasificadas en otra parte (Q89)"
"17",Q90-Q99,Q90,Síndrome de Down (Q90)
"17",Q90-Q99,Q91,Síndrome de Edwards y síndrome de Patau (Q91)
"17",Q90-Q99,Q92,"Otras trisomías y trisomías parciales de los autosomas, no clasificadas en otra parte (Q92)"
"17",Q90-Q99,Q93,"Monosomías y supresiones de los autosomas, no clasificadas en otra parte (Q93)"
"17",Q90-Q99,Q95,"Reordenamientos equilibrados y marcadores estructurales, no clasificados en otra parte (Q95)"
"17",Q90-Q99,Q96,Síndrome de Turner (Q96)
"17",Q90-Q99,Q97,"Otras anomalías de los cromosomas sexuales, con fenotipo femenino, no clasificadas en otra parte (Q97)"
"17",Q90-Q99,Q98,"Otras anomalías de los cromosomas sexuales, con fenotipo masculino, no clasificadas en otra parte (Q98)"
"17",Q90-Q99,Q99,"Otras anomalías cromosómicas, no clasificadas en otra parte (Q99)"
"19",S00-S09,S00,Traumatismo superficial de la cabeza (S00)
"19",S00-S09,S01,Herida de la cabeza (S01)
"19",S00-S09,S02,Fractura de huesos del cráneo y de la cara (S02)
"19",S00-S09,S03,"Luxación, esguince y torcedura de articulaciones y de ligamentos de la cabeza (S03)"
"19",S00-S09,S04,Traumatismo de nervios craneales (S04)
"19",S00-S09,S05,Traumatismo del ojo y de la órbita (S05)
"19",S00-S09,S06,Traumatismo intracraneal (S06)
"19",S00-S09,S07,Traumatismo por aplastamiento de la cabeza (S07)
"19",S00-S09,S08,Amputación traumática de parte de la cabeza (S08)
"19",S00-S09,S09,Otros traumatismos y los no especificados de la cabeza (S09)
"19",S10-S19,S10,Traumatismo superficial del cuello (S10)
"19",S10-S19,S11,Herida del cuello (S11)
"19",S10-S19,S12,Fractura del cuello (S12)
"19",S10-S19,S13,"Luxación, esguince y torcedura de articulaciones y ligamentos del cuello (S13)"
"19",S10-S19,S14,Traumatismo de la médula espinal y de nervios a nivel del cuello (S14)
"19",S10-S19,S15,Traumatismo de vasos sanguíneos a nivel del cuello (S15)
"19",S10-S19,S16,Traumatismo de tendón y músculos a nivel del cuello (S16)
"19",S10-S19,S17,Traumatismo por aplastamiento del cuello (S17)
"19",S10-S19,S18,Amputación traumática a nivel del cuello (S18)
"19",S10-S19,S19,Otros traumatismos y los no especificados del cuello (S19)
"19",S20-S29,S20,Traumatismo superficial del tórax (S20)
"19",S20-S29,S21,Herida del tórax (S21)
"19",S20-S29,S22,"Fractura de las costillas, del esternón y de la columna torácica [dorsal] (S22)"
"19",S20-S29,S23,"Luxación, esguince y torcedura de articulaciones y ligamentos del tórax (S23)"
"19",S20-S29,S24,Traumatismo de nervios y de la médula espinal a nivel del tórax (S24)
"19",S20-S29,S25,Traumatismo de vasos sanguíneos del tórax (S25)
"19",S20-S29,S26,Traumatismo del corazón (S26)
"19",S20-S29,S27,Traumatismo de otros órganos intratorácicos y de los no especificados (S27)
"19",S20-S29,S28,Traumatismo por aplastamiento del tórax y amputación traumática de parte del tórax (S28)
"19",S20-S29,S29,Otros traumatismos y los no especificados del tórax (S29)
"19",S30-S39,S30,"Traumatismo superficial del abdomen, de la región lumbosacra y de la pelvis (S30)"
"19",S30-S39,S31,"Herida del abdomen, de la región lumbosacra y de la pelvis (S31)"
"19",S30-S39,S32,Fractura de la columna lumbar y de la pelvis (S32)
"19",S30-S39,S33,"Luxación, esguince y torcedura de articulaciones y ligamentos de la columna lumbar y de la pelvis (S33)"
"19",S30-S39,S34,"Traumatismo de los nervios y de la médula espinal lumbar, a nivel del abdomen, de la región lumbosacra y de la pelvis (S34)"
"19",S30-S39,S35,"Traumatismo de vasos sanguíneos a nivel del abdomen, de la región lumbosacra y de la pelvis (S35)"
"19",S30-S39,S36,Traumatismo de órganos intraabdominales (S36)
"19",S30-S39,S37,Traumatismo de órganos pélvicos (S37)
"19",S30-S39,S38,"Traumatismo por aplastamiento y amputación traumática de parte del abdomen, de la región lumbosacra y de la pelvis (S38)"
"19",S30-S39,S39,"Otros traumatismos y los no especificados del abdomen, de la región lumbosacra y de la pelvis (S39)"
"19",S40-S49,S40,Traumatismo superficial del hombro y del brazo (S40)
"19",S40-S49,S41,Herida del hombro y del brazo (S41)
"19",S40-S49,S42,Fractura del hombro y del brazo (S42)
"19",S40-S49,S43,"Luxación, esguince y torcedura de articulaciones y ligamentos de la cintura escapular (S43)"
"19",S40-S49,S44,Traumatismo de nervios a nivel del hombro y del brazo (S44)
"19",S40-S49,S45,Traumatismo de vasos sanguíneos a nivel del hombro y del brazo (S45)
"19",S40-S49,S46,Traumatismo de tendón y músculo a nivel del hombro y del brazo (S46)
"19",S40-S49,S47,Traumatismo por aplastamiento del hombro y del brazo (S47)
"19",S40-S49,S48,Amputación traumática del hombro y del brazo (S48)
"19",S40-S49,S49,Otros traumatismos y los no especificados del hombro y del brazo (S49)
"19",S50-S59,S50,Traumatismo superficial del antebrazo y del codo (S50)
"19",S50-S59,S51,Herida del antebrazo y del codo (S51)
"19",S50-S59,S52,Fractura del antebrazo (S52)
"19",S50-S59,S53,"Luxación, esguince y torcedura de articulaciones y ligamentos del codo (S53)"
"19",S50-S59,S54,Traumatismo de nervios a nivel del antebrazo (S54)
"19",S50-S59,S55,Traumatismo de los vasos sanguíneos a nivel del antebrazo (S55)
"19",S50-S59,S56,Traumatismo de tendón y músculo a nivel del antebrazo (S56)
"19",S50-S59,S57,Traumatismo por aplastamiento del antebrazo (S57)
"19",S50-S59,S58,Amputación traumática del antebrazo (S58)
"19",S50-S59,S59,Otros traumatismos y los no especificados del antebrazo (S59)
"19",S60-S69,S60,Traumatismo superficial de la muñeca y de la mano (S60)
"19",S60-S69,S61,Herida de la muñeca y de la mano (S61)
"19",S60-S69,S62,Fractura a nivel de la muñeca y de la mano (S62)
"19",S60-S69,S63,"Luxación, esguince y torcedura de articulaciones y ligamentos a nivel de la muñeca y de la mano (S63)"
"19",S60-S69,S64,Traumatismo de nervios a nivel de la muñeca y de la mano (S64)
"19",S60-S69,S65,Traumatismo de vasos sanguíneos a nivel de la muñeca y de la mano (S65)
"19",S60-S69,S66,Traumatismo de tendón y músculo a nivel de la muñeca y de la mano (S66)
"19",S60-S69,S67,Traumatismo por aplastamiento de la muñeca y de la mano (S67)
"19",S60-S69,S68,Amputación traumática de la muñeca y de la mano (S68)
"19",S60-S69,S69,Otros traumatismos y los no especificados de la muñeca y de la mano (S69)
"19",S70-S79,S70,Traumatismo superficial de la cadera y del muslo (S70)
"19",S70-S79,S71,Herida de la cadera y del muslo (S71)
"19",S70-S79,S72,Fractura del fémur (S72)
"19",S70-S79,S73,"Luxación, esguince y torcedura de la articulación y de los ligamentos de la cadera (S73)"
"19",S70-S79,S74,Traumatismo de nervios a nivel de la cadera y del muslo (S74)
"19",S70-S79,S75,Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo (S75)
"19",S70-S79,S76,Traumatismo de tendón y músculo a nivel de la cadera y del muslo (S76)
"19",S70-S79,S77,Traumatismo por aplastamiento de la cadera y del muslo (S77)
"19",S70-S79,S78,Amputación traumática de la cadera y del muslo (S78)
"19",S70-S79,S79,Otros traumatismos y los no especificados de la cadera y del muslo (S79)
"19",S80-S89,S80,Traumatismo superficial de la pierna (S80)
"19",S80-S89,S81,Herida de la pierna (S81)
"19",S80-S89,S82,"Fractura de la pierna, inclusive el tobillo (S82)"
"19",S80-S89,S83,"Luxación, esguince y torcedura de articulaciones y ligamentos de la rodilla (S83)"
"19",S80-S89,S84,Traumatismo de nervios a nivel de la pierna (S84)
"19",S80-S89,S85,Traumatismo de vasos sanguíneos a nivel de la pierna (S85)
"19",S80-S89,S86,Traumatismo de tendón y músculo a nivel de la pierna (S86)
"19",S80-S89,S87,Traumatismo por aplastamiento de la pierna (S87)
"19",S80-S89,S88,Amputación traumática de la pierna (S88)
"19",S80-S89,S89,Otros traumatismos y los no especificados de la pierna (S89)
"19",S90-S99,S90,Traumatismo superficial del tobillo y del pie (S90)
"19",S90-S99,S91,Herida del tobillo y del pie (S91)
"19",S90-S99,S92,"Fractura del pie, excepto del tobillo (S92)"
"19",S90-S99,S93,"Luxación, esguince y torcedura de articulaciones y ligamentos del tobillo y del pie (S93)"
"19",S90-S99,S94,Traumatismo de nervios a nivel del pie y del tobillo (S94)
"19",S90-S99,S95,Traumatismo de vasos sanguíneos a nivel del pie y del tobillo (S95)
"19",S90-S99,S96,Traumatismo de tendón y músculo a nivel del pie y del tobillo (S96)
"19",S90-S99,S97,Traumatismo por aplastamiento del pie y del tobillo (S97)
"19",S90-S99,S98,Amputación traumática del pie y del tobillo (S98)
"19",S90-S99,S99,Otros traumatismos y los no especificados del pie y del tobillo (S99)
"19",T00-T07,T00,Traumatismos superficiales que afectan múltiples regiones del cuerpo (T00)
"19",T00-T07,T01,Heridas que afectan múltiples regiones del cuerpo (T01)
"19",T00-T07,T02,Fracturas que afectan múltiples regiones del cuerpo (T02)
"19",T00-T07,T03,"Luxaciones, torceduras y esguinces que afectan múltiples regiones del cuerpo (T03)"
"19",T00-T07,T04,Traumatismos por aplastamiento que afectan múltiples regiones del cuerpo (T04)
"19",T00-T07,T05,Amputaciones traumáticas que afectan múltiples regiones del cuerpo (T05)
"19",T00-T07,T06,"Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte (T06)"
"19",T00-T07,T07,"Traumatismos múltiples, no especificados (T07)"
"19",T08-T14,T08,"Fractura de la columna vertebral, nivel no especificado (T08)"
"19",T08-T14,T09,"Otros traumatismos de la columna vertebral y del tronco, nivel no especificado (T09)"
"19",T08-T14,T10,"Fractura de miembro superior, nivel no especificado (T10)"
"19",T08-T14,T11,"Otros traumatismos de miembro superior, nivel no especificado (T11)"
"19",T08-T14,T12,"Fractura de miembro inferior, nivel no especificado (T12)"
"19",T08-T14,T13,"Otros traumatismos de miembro inferior, nivel no especificado (T13)"
"19",T08-T14,T14,Traumatismo de regiones no especificadas del cuerpo (T14)
"19",T15-T19,T15,Cuerpo extraño en parte externa del ojo (T15)
"19",T15-T19,T16,Cuerpo extraño en el oído (T16)
"19",T15-T19,T17,Cuerpo extraño en las vías respiratorias (T17)
"19",T15-T19,T18,Cuerpo extraño en el tubo digestivo (T18)
"19",T15-T19,T19,Cuerpo extraño en las vías genitourinarias (T19)
"19",T20-T32,T20,Quemadura y corrosión de la cabeza y del cuello (T20)
"19",T20-T32,T21,Quemadura y corrosión del tronco (T21)
"19",T20-T32,T22,"Quemadura y corrosión del hombro y miembro superior, excepto de la muñeca y de la mano (T22)"
"19",T20-T32,T23,Quemadura y corrosión de la muñeca y de la mano (T23)
"19",T20-T32,T24,"Quemadura y corrosión de la cadera y miembro inferior, excepto tobillo y pie (T24)"
"19",T20-T32,T25,Quemadura y corrosión del tobillo y del pie (T25)
"19",T26-T28,T26,Quemadura y corrosión limitada al ojo y sus anexos (T26)
"19",T26-T28,T27,Quemadura y corrosión de las vías respiratorias (T27)
"19",T26-T28,T28,Quemadura y corrosión de otros órganos internos (T28)
"19",T29-T32,T29,Quemaduras y corrosiones de múltiples regiones del cuerpo (T29)
"19",T29-T32,T30,"Quemadura y corrosión, región del cuerpo no especificada (T30)"
"19",T29-T32,T31,Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada (T31)
"19",T29-T32,T32,Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada (T32)
"19",T33-T35,T33,Congelamiento superficial (T33)
"19",T33-T35,T34,Congelamiento con necrosis tisular (T34)
"19",T33-T35,T35,Congelamiento que afecta múltiples regiones del cuerpo y congelamiento no especificado (T35)
"19",T36-T50,T36,Envenenamiento por antibióticos sistémicos (T36)
"19",T36-T50,T37,Envenenamiento por otros antiinfecciosos y antiparasitarios sistémicos (T37)
"19",T36-T50,T38,"Envenenamiento por hormonas y sus sustitutos y antagonistas sintéticos, no clasificados en otra parte (T38)"
"19",T36-T50,T39,"Envenenamiento por analgésicos no narcóticos, antipiréticos y antirreumáticos (T39)"
"19",T36-T50,T40,Envenenamiento por narcóticos y psicodislépticos [alucinógenos] (T40)
"19",T36-T50,T41,Envenenamiento por anestésicos y gases terapéuticos (T41)
"19",T36-T50,T42,"Envenenamiento por antiepilépticos, hipnóticos-sedantes y drogas antiparkinsonianas (T42)"
"19",T36-T50,T43,"Envenenamiento por psicotrópicos, no clasificados en otra parte (T43)"
"19",T36-T50,T44,Envenenamiento por drogas que afectan principalmente el sistema nervioso autónomo (T44)
"19",T36-T50,T45,"Envenenamiento por agentes principalmente sistémicos y hematológicos, no clasificados en otra parte (T45)"
"19",T36-T50,T46,Envenenamiento por agentes que afectan principalmente el sistema cardiovascular (T46)
"19",T36-T50,T47,Envenenamiento por agentes que afectan principalmente el sistema gastrointestinal (T47)
"19",T36-T50,T48,Envenenamiento por agentes con acción principal sobre los músculos lisos y esqueléticos y sobre el sistema respiratorio (T48)
"19",T36-T50,T49,"Envenenamiento por agentes tópicos que afectan principalmente la piel y las membranas mucosas y por drogas oftalmológicas, otorrinolaringológicas y dentales (T49)"
"19",T36-T50,T50,"Envenenamiento por diuréticos y otras drogas, medicamentos y sustancias biológicas no especificadas (T50)"
"19",T51-T65,T51,Efecto tóxico del alcohol (T51)
"19",T51-T65,T52,Efecto tóxico de disolventes orgánicos (T52)
"19",T51-T65,T53,Efecto tóxico de los derivados halogenados de los hidrocarburos alifáticos y aromáticos (T53)
"19",T51-T65,T54,Efecto tóxico de sustancias corrosivas (T54)
"19",T51-T65,T55,Efecto tóxico de detergentes y jabones (T55)
"19",T51-T65,T56,Efecto tóxico de metales (T56)
"19",T51-T65,T57,Efecto tóxico de otras sustancias inorgánicas (T57)
"19",T51-T65,T58,Efecto tóxico del monóxido de carbono (T58)
"19",T51-T65,T59,"Efecto tóxico de otros gases, humos y vapores (T59)"
"19",T51-T65,T60,Efecto tóxico de plaguicidas [pesticidas] (T60)
"19",T51-T65,T61,Efecto tóxico de sustancias nocivas ingeridas como alimentos marinos (T61)
"19",T51-T65,T62,Efecto tóxico de otras sustancias nocivas ingeridas como alimento (T62)
"19",T51-T65,T63,Efecto tóxico del contacto con animales venenosos (T63)
"19",T51-T65,T64,Efecto tóxico de aflatoxina y otras micotoxinas contaminantes de alimentos (T64)
"19",T51-T65,T65,Efecto tóxico de otras sustancias y las no especificadas (T65)
"19",T66-T78,T66,Efectos no especificados de la radiación (T66)
"19",T66-T78,T67,Efectos del calor y de la luz (T67)
"19",T66-T78,T68,Hipotermia (T68)
"19",T66-T78,T69,Otros efectos de la reducción de la temperatura (T69)
"19",T66-T78,T70,Efectos de la presión del aire y de la presión del agua (T70)
"19",T66-T78,T71,Asfixia (T71)
"19",T66-T78,T73,Efectos de otras privaciones (T73)
"19",T66-T78,T74,Síndromes del maltrato (T74)
"19",T66-T78,T75,Efectos de otras causas externas (T75)
"19",T66-T78,T78,"Efectos adversos, no clasificados en otra parte (T78)"
"19",T79,T79,"Algunas complicaciones precoces de traumatismos, no clasificadas en otra parte (T79)"
"19",T80-T88,T80,"Complicaciones consecutivas a infusión, transfusión e inyección terapéutica (T80)"
"19",T80-T88,T81,"Complicaciones de procedimientos, no clasificadas en otra parte (T81)"
"19",T80-T88,T82,"Complicaciones de dispositivos protésicos, implantes e injertos cardiovasculares (T82)"
"19",T80-T88,T83,"Complicaciones de dispositivos, implantes e injertos genitourinarios (T83)"
"19",T80-T88,T84,"Complicaciones de dispositivos protésicos, implantes e injertos ortopédicos internos (T84)"
"19",T80-T88,T85,"Complicaciones de otros dispositivos protésicos, implantes e injertos internos (T85)"
"19",T80-T88,T86,Falla y rechazo del trasplante de órganos y tejidos (T86)
"19",T80-T88,T87,Complicaciones peculiares de la reinserción y amputación (T87)
"19",T80-T88,T88,"Otras complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte (T88)"
"19",T90-T98,T90,Secuelas de traumatismos de la cabeza (T90)
"19",T90-T98,T91,Secuelas de traumatismos del cuello y del tronco (T91)
"19",T90-T98,T92,Secuelas de traumatismos de miembro superior (T92)
"19",T90-T98,T93,Secuelas de traumatismos de miembro inferior (T93)
"19",T90-T98,T94,Secuelas de traumatismos que afectan múltiples regiones del cuerpo y las no especificadas (T94)
"19",T90-T98,T95,"Secuelas de quemaduras, corrosiones y congelamientos (T95)"
"19",T90-T98,T96,"Secuelas de envenenamientos por drogas, medicamentos y sustancias biológicas (T96)"
"19",T90-T98,T97,Secuelas de efectos tóxicos de sustancias de procedencia principalmente no medicinal (T97)
"19",T90-T98,T98,Secuelas de otros efectos y los no especificados de causas externas (T98)
"20",V01-V99,V01,Peatón lesionado por colisión con vehículo de pedal (V01)
"20",V01-V99,V02,Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas (V02)
"20",V01-V99,V03,"Peatón lesionado por colisión con automóvil, camioneta o furgoneta (V03)"
"20",V01-V99,V04,Peatón lesionado por colisión con vehículo de transporte pesado o autobús (V04)
"20",V01-V99,V05,Peatón lesionado por colisión con tren o vehículo de rieles (V05)
"20",V01-V99,V06,Peatón lesionado por colisión con otros vehículos sin motor (V06)
"20",V01-V99,V09,"Peatón lesionado en otros accidentes de transporte, y en los no especificados (V09)"
"20",V01-V99,V10,Ciclista lesionado por colisión con peatón o animal (V10)
"20",V01-V99,V11,Ciclista lesionado por colisión con otro ciclista (V11)
"20",V01-V99,V12,Ciclista lesionado por colisión con vehículo de motor de dos o tres ruedas (V12)
"20",V01-V99,V13,"Ciclista lesionado por colisión con automóvil, camioneta o furgoneta (V13)"
"20",V01-V99,V14,Ciclista lesionado por colisión con vehículo de transporte pesado o autobús (V14)
"20",V01-V99,V15,Ciclista lesionado por colisión con tren o vehículo de rieles (V15)
"20",V01-V99,V16,Ciclista lesionado por colisión con otros vehículos sin motor (V16)
"20",V01-V99,V17,Ciclista lesionado por colisión con objeto estacionado o fijo (V17)
"20",V01-V99,V18,Ciclista lesionado en accidente de transporte sin colisión (V18)
"20",V01-V99,V19,"Ciclista lesionado en otros accidentes de transporte, y en los no especificados (V19)"
"20",V01-V99,V20,Motociclista lesionado por colisión con peatón o animal (V20)
"20",V01-V99,V21,Motociclista lesionado por colisión con vehículo de pedal (V21)
"20",V01-V99,V22,Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas (V22)
"20",V01-V99,V23,"Motociclista lesionado por colisión con automóvil, camioneta o furgoneta (V23)"
"20",V01-V99,V24,Motociclista lesionado por colisión con vehículo de transporte pesado o autobús (V24)
"20",V01-V99,V25,Motociclista lesionado por colisión con tren o vehículo de rieles (V25)
"20",V01-V99,V26,Motociclista lesionado por colisión con otros vehículos sin motor (V26)
"20",V01-V99,V27,Motociclista lesionado por colisión con objeto fijo o estacionado (V27)
"20",V01-V99,V28,Motociclista lesionado en accidente de transporte sin colisión (V28)
"20",V01-V99,V29,"Motociclista lesionado en otros accidentes de transporte, y en los no especificados (V29)"
"20",V01-V99,V30,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal (V30)
"20",V01-V99,V31,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal (V31)
"20",V01-V99,V32,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas (V32)
"20",V01-V99,V33,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta (V33)"
"20",V01-V99,V34,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús (V34)
"20",V01-V99,V35,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles (V35)
"20",V01-V99,V36,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor (V36)
"20",V01-V99,V37,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado (V37)
"20",V01-V99,V38,Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión (V38)
"20",V01-V99,V39,"Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte, y en los no especificados (V39)"
"20",V01-V99,V40,Ocupante de automóvil lesionado por colisión con peatón o animal (V40)
"20",V01-V99,V41,Ocupante de automóvil lesionado por colisión con vehículo de (V41)
"20",V01-V99,V42,Ocupante de automóvil lesionado por colisión con vehículo de motor de dos o tres ruedas (V42)
"20",V01-V99,V43,"Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta (V43)"
"20",V01-V99,V44,Ocupante de automóvil lesionado por colisión con vehículo de transporte pesado o autobús (V44)
"20",V01-V99,V45,Ocupante de automóvil lesionado por colisión con tren o vehículo de rieles (V45)
"20",V01-V99,V46,Ocupante de automóvil lesionado por colisión con otros vehículos sin motor (V46)
"20",V01-V99,V47,Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado (V47)
"20",V01-V99,V48,Ocupante de automóvil lesionado en accidente de transporte sin colisión (V48)
"20",V01-V99,V49,"Ocupante de automóvil lesionado en otros accidentes de transporte, y en los no especificados (V49)"
"20",V01-V99,V50,Ocupante de camioneta o furgoneta lesionado por colisión con peatón o animal (V50)
"20",V01-V99,V51,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal (V51)
"20",V01-V99,V52,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas (V52)
"20",V01-V99,V53,"Ocupante de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta (V53)"
"20",V01-V99,V54,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús (V54)
"20",V01-V99,V55,Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles (V55)
"20",V01-V99,V56,Ocupante de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor (V56)
"20",V01-V99,V57,Ocupante de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado (V57)
"20",V01-V99,V58,Ocupante de camioneta o furgoneta lesionado en accidente de (V58)
"20",V01-V99,V59,"Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte, y en los no especificados (V59)"
"20",V01-V99,V60,Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal (V60)
"20",V01-V99,V61,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal (V61)
"20",V01-V99,V62,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas (V62)
"20",V01-V99,V63,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta (V63)"
"20",V01-V99,V64,Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús (V64)
"20",V01-V99,V65,Ocupante de vehículo de transporte pesado lesionado por colisión con tren o vehículo de rieles (V65)
"20",V01-V99,V66,Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor (V66)
"20",V01-V99,V67,Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado (V67)
"20",V01-V99,V68,Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión (V68)
"20",V01-V99,V69,"Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte, y en los no especificados (V69)"
"20",V01-V99,V70,Ocupante de autobús lesionado por colisión con peatón o animal (V70)
"20",V01-V99,V71,Ocupante de autobús lesionado por colisión con vehículo de pedal (V71)
"20",V01-V99,V72,Ocupante de autobús lesionado por colisión con vehículo de motor de dos o tres ruedas (V72)
"20",V01-V99,V73,"Ocupante de autobús lesionado por colisión con automóvil, camioneta o furgoneta (V73)"
"20",V01-V99,V74,Ocupante de autobús lesionado por colisión con vehículo de transporte pesado o autobús (V74)
"20",V01-V99,V75,Ocupante de autobús lesionado por colisión con tren o vehículo de rieles (V75)
"20",V01-V99,V76,Ocupante de autobús lesionado por colisión con otros vehículos sin motor (V76)
"20",V01-V99,V77,Ocupante de autobús lesionado por colisión con objeto fijo o estacionado (V77)
"20",V01-V99,V78,Ocupante de autobús lesionado en accidente de transporte sin colisión (V78)
"20",V01-V99,V79,"Ocupante de autobús lesionado en otros accidentes de transporte, y en los no especificados (V79)"
"20",V01-V99,V80,Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte (V80)
"20",V01-V99,V81,Ocupante de tren o vehículo de rieles lesionado en accidente de transporte (V81)
"20",V01-V99,V82,Ocupante de tranvía lesionado en accidente de transporte (V82)
"20",V01-V99,V83,Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte (V83)
"20",V01-V99,V84,Ocupante de vehículo especial (de motor) para uso principalmente en agricultura lesionado en accidente de transporte (V84)
"20",V01-V99,V85,Ocupante de vehículo especial (de motor para construcción lesionado en accidente de transporte (V85)
"20",V01-V99,V86,Ocupante de vehículo especial para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de transporte (V86)
"20",V01-V99,V87,"Accidente de tránsito de tipo especificado, pero donde se desconoce el modo de transporte de la víctima (V87)"
"20",V01-V99,V88,"Accidente no de tránsito de tipo especificado, pero donde se desconoce el modo de transporte de la víctima (V88)"
"20",V01-V99,V89,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado (V89)"
"20",V01-V99,V90,Accidente de embarcación que causa ahogamiento y sumersión (V90)
"20",V01-V99,V91,Accidente de embarcación que causa otros tipos de traumatismo (V91)
"20",V01-V99,V92,"Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación (V92)"
"20",V01-V99,V93,"Accidente en una embarcación, sin accidente a la embarcación, que no causa ahogamiento o sumersión (V93)"
"20",V01-V99,V94,"Otros accidentes de transporte por agua, y los no especificados (V94)"
"20",V01-V99,V95,"Accidente de aeronave de motor, con ocupante lesionado (V95)"
"20",V01-V99,V96,"Accidente de aeronave sin motor, con ocupante lesionado (V96)"
"20",V01-V99,V97,Otros accidentes de transporte aéreo especificados (V97)
"20",V01-V99,V98,Otros accidentes de transporte especificados (V98)
"20",V01-V99,V99,Accidente de transporte no especificado (V99)
"20",W00-X59,W00,Caída en el mismo nivel por hielo o nieve (W00)
"20",W00-X59,W01,"Caída en el mismo nivel por deslizamiento, tropezón y traspié (W01)"
"20",W00-X59,W02,"Caída por patines para hielo, esquís, patines de ruedas o patineta (W02)"
"20",W00-X59,W03,Otras caídas en el mismo nivel por colisión con o por empujón de otra persona (W03)
"20",W00-X59,W04,Caída al ser trasladado o sostenido por otras personas (W04)
"20",W00-X59,W05,Caída que implica silla de ruedas (W05)
