"CAPITULO","GRUPO","CATEGORIA","SUBCATEGORIA","DESCRIP"
"20",W00-X59,X50,X505,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, comercio y área de servicios (X505)"
"20",W00-X59,X50,X506,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, área industrial y de la construcción (X506)"
"20",W00-X59,X50,X507,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, granja (X507)"
"20",W00-X59,X50,X508,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, otro lugar especificado (X508)"
"20",W00-X59,X50,X509,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, lugar no especificado (X509)"
"20",W00-X59,X51,X510,"Viajes y desplazamientos, vivienda (X510)"
"20",W00-X59,X51,X511,"Viajes y desplazamientos, institución residencial (X511)"
"20",W00-X59,X51,X512,"Viajes y desplazamientos, escuelas, otras instituciones y áreas administrativas públicas (X512)"
"20",W00-X59,X51,X513,"Viajes y desplazamientos, áreas de deporte y atletismo (X513)"
"20",W00-X59,X51,X514,"Viajes y desplazamientos, calles y carreteras (X514)"
"20",W00-X59,X51,X515,"Viajes y desplazamientos, comercio y área de servicios (X515)"
"20",W00-X59,X51,X516,"Viajes y desplazamientos, área industrial y de la construcción (X516)"
"20",W00-X59,X51,X517,"Viajes y desplazamientos, granja (X517)"
"20",W00-X59,X51,X518,"Viajes y desplazamientos, otro lugar especificado (X518)"
"20",W00-X59,X51,X519,"Viajes y desplazamientos, lugar no especificado (X519)"
"20",W00-X59,X52,X520,"Permanencia prolongada en ambiente sin gravedad, vivienda (X520)"
"20",W00-X59,X52,X521,"Permanencia prolongada en ambiente sin gravedad, institución residencial (X521)"
"20",W00-X59,X52,X522,"Permanencia prolongada en ambiente sin gravedad, escuelas, otras instituciones y áreas administrativas  públicas (X522)"
"20",W00-X59,X52,X523,"Permanencia prolongada en ambiente sin gravedad, áreas de deporte y atletismo (X523)"
"20",W00-X59,X52,X524,"Permanencia prolongada en ambiente sin gravedad, calles y carreteras (X524)"
"20",W00-X59,X52,X525,"Permanencia prolongada en ambiente sin gravedad, comercio y área de servicios (X525)"
"20",W00-X59,X52,X526,"Permanencia prolongada en ambiente sin gravedad, área industrial y de la construcción (X526)"
"20",W00-X59,X52,X527,"Permanencia prolongada en ambiente sin gravedad, granja (X527)"
"20",W00-X59,X52,X528,"Permanencia prolongada en ambiente sin gravedad, otro lugar especificado (X528)"
"20",W00-X59,X52,X529,"Permanencia prolongada en ambiente sin gravedad, lugar no especificado (X529)"
"20",W00-X59,X53,X530,"Privación de alimentos, vivienda (X530)"
"20",W00-X59,X53,X531,"Privación de alimentos, institución residencial (X531)"
"20",W00-X59,X53,X532,"Privación de alimentos, escuelas, otras instituciones y áreas administrativas  públicas (X532)"
"20",W00-X59,X53,X533,"Privación de alimentos, áreas de deporte y atletismo (X533)"
"20",W00-X59,X53,X534,"Privación de alimentos, calles y carreteras (X534)"
"20",W00-X59,X53,X535,"Privación de alimentos, comercio y área de servicios (X535)"
"20",W00-X59,X53,X536,"Privación de alimentos, área industrial y de la construcción (X536)"
"20",W00-X59,X53,X537,"Privación de alimentos, granja (X537)"
"20",W00-X59,X53,X538,"Privación de alimentos, otro lugar especificado (X538)"
"20",W00-X59,X53,X539,"Privación de alimentos, lugar no especificado (X539)"
"20",W00-X59,X54,X540,"Privación de agua, vivienda (X540)"
"20",W00-X59,X54,X541,"Privación de agua, institución residencial (X541)"
"20",W00-X59,X54,X542,"Privación de agua, escuelas, otras instituciones y áreas administrativas  públicas (X542)"
"20",W00-X59,X54,X543,"Privación de agua, áreas de deporte y atletismo (X543)"
"20",W00-X59,X54,X544,"Privación de agua, calles y carreteras (X544)"
"20",W00-X59,X54,X545,"Privación de agua, comercio y área de servicios (X545)"
"20",W00-X59,X54,X546,"Privación de agua, área industrial y de la construcción (X546)"
"20",W00-X59,X54,X547,"Privación de agua, granja (X547)"
"20",W00-X59,X54,X548,"Privación de agua, otro lugar especificado (X548)"
"20",W00-X59,X54,X549,"Privación de agua, lugar no especificado (X549)"
"20",W00-X59,X57,X570,"Privación no especificada, vivienda (X570)"
"20",W00-X59,X57,X571,"Privación no especificada, institución residencial (X571)"
"20",W00-X59,X57,X572,"Privación no especificada, escuelas, otras instituciones y áreas administrativas públicas (X572)"
"20",W00-X59,X57,X573,"Privación no especificada, áreas de deporte y atletismo (X573)"
"20",W00-X59,X57,X574,"Privación no especificada, calles y carreteras (X574)"
"20",W00-X59,X57,X575,"Privación no especificada, comercio y área de servicios (X575)"
"20",W00-X59,X57,X576,"Privación no especificada, área industrial y de la construcción (X576)"
"20",W00-X59,X57,X577,"Privación no especificada, granja (X577)"
"20",W00-X59,X57,X578,"Privación no especificada, otro lugar especificado (X578)"
"20",W00-X59,X57,X579,"Privación no especificada, lugar no especificado (X579)"
"20",W00-X59,X58,X580,"Exposición a otros factores especificados, vivienda (X580)"
"20",W00-X59,X58,X581,"Exposición a otros factores especificados, institución residencial (X581)"
"20",W00-X59,X58,X582,"Exposición a otros factores especificados, escuelas, otras instituciones y áreas administrativas públicas (X582)"
"20",W00-X59,X58,X583,"Exposición a otros factores especificados, áreas de deporte y atletismo (X583)"
"20",W00-X59,X58,X584,"Exposición a otros factores especificados, calles y carreteras (X584)"
"20",W00-X59,X58,X585,"Exposición a otros factores especificados, comercio y área de servicios (X585)"
"20",W00-X59,X58,X586,"Exposición a otros factores especificados, área industrial y de la construcción (X586)"
"20",W00-X59,X58,X587,"Exposición a otros factores especificados, granja (X587)"
"20",W00-X59,X58,X588,"Exposición a otros factores especificados, otro lugar especificado (X588)"
"20",W00-X59,X58,X589,"Exposición a otros factores especificados, lugar no especificado (X589)"
"20",W00-X59,X59,X590,Exposición a factores no especificados causando fractura (X590)
"20",W00-X59,X59,X591,"Exposición a factores no especificados, institución residencial (X591)"
"20",W00-X59,X59,X592,"Exposición a factores no especificados, escuelas, otras instituciones y áreas administrativas  públicas (X592)"
"20",W00-X59,X59,X593,"Exposición a factores no especificados, áreas de deporte y atletismo (X593)"
"20",W00-X59,X59,X594,"Exposición a factores no especificados, calles y carreteras (X594)"
"20",W00-X59,X59,X595,"Exposición a factores no especificados, comercio y área de servicios (X595)"
"20",W00-X59,X59,X596,"Exposición a factores no especificados, área industrial y de la construcción (X596)"
"20",W00-X59,X59,X597,"Exposición a factores no especificados, granja (X597)"
"20",W00-X59,X59,X598,"Exposición a factores no especificados, otro lugar especificado (X598)"
"20",W00-X59,X59,X599,"Exposición a factores no especificados, causando otras lesiones y las no especificadas (X599)"
"20",X60-X84,X60,X600,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, vivienda (X600)"
"20",X60-X84,X60,X601,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, institución residencial (X601)"
"20",X60-X84,X60,X602,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, escuelas, otras instituciones y áreas administrativas  públicas (X602)"
"20",X60-X84,X60,X603,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, áreas de deporte y atletismo (X603)"
"20",X60-X84,X60,X604,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, calles y carreteras (X604)"
"20",X60-X84,X60,X605,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, comercio y área de servicios (X605)"
"20",X60-X84,X60,X606,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, área industrial y de la construcción (X606)"
"20",X60-X84,X60,X607,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, granja (X607)"
"20",X60-X84,X60,X608,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, otro lugar especificado (X608)"
"20",X60-X84,X60,X609,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, lugar no especificado (X609)"
"20",X60-X84,X61,X610,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, vivienda (X610)"
"20",X60-X84,X61,X611,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, institución residencial (X611)"
"20",X60-X84,X61,X612,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, escuelas, otras instituciones y áreas administrativas públicas (X612)"
"20",X60-X84,X61,X613,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, áreas de deporte y atletismo (X613)"
"20",X60-X84,X61,X614,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, calles y carreteras (X614)"
"20",X60-X84,X61,X615,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, comercio y área de servicios (X615)"
"20",X60-X84,X61,X616,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, área industrial y de la construcción (X616)"
"20",X60-X84,X61,X617,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, granja (X617)"
"20",X60-X84,X61,X618,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, otro lugar especificado (X618)"
"20",X60-X84,X61,X619,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, lugar no especificado (X619)"
"20",X60-X84,X62,X620,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, vivienda (X620)"
"20",X60-X84,X62,X621,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, institución residencial (X621)"
"20",X60-X84,X62,X622,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, escuelas, otras instituciones y áreas administrativas públicas (X622)"
"20",X60-X84,X62,X623,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, áreas de deporte y atletismo (X623)"
"20",X60-X84,X62,X624,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, calles y carreteras (X624)"
"20",X60-X84,X62,X625,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, comercio y área de servicios (X625)"
"20",X60-X84,X62,X626,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, área industrial y de la construcción (X626)"
"20",X60-X84,X62,X627,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, granja (X627)"
"20",X60-X84,X62,X628,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, otro lugar especificado (X628)"
"20",X60-X84,X62,X629,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, lugar no especificado (X629)"
"20",X60-X84,X63,X630,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, vivienda (X630)"
"20",X60-X84,X63,X631,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, institución residencial (X631)"
"20",X60-X84,X63,X632,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, escuelas, otras instituciones y áreas administrativas públicas (X632)"
"20",X60-X84,X63,X633,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, áreas de deporte y atletismo (X633)"
"20",X60-X84,X63,X634,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, calles y carreteras (X634)"
"20",X60-X84,X63,X635,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, comercio y área de servicios (X635)"
"20",X60-X84,X63,X636,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, área industrial y de la construcción (X636)"
"20",X60-X84,X63,X637,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, granja (X637)"
"20",X60-X84,X63,X638,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, otro lugar especificado (X638)"
"20",X60-X84,X63,X639,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, lugar no especificado (X639)"
"20",X60-X84,X64,X640,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, vivienda (X640)"
"20",X60-X84,X64,X641,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, institución residencial (X641)"
"20",X60-X84,X64,X642,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, escuelas, otras instituciones y áreas administrativas  públicas (X642)"
"20",X60-X84,X64,X643,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, áreas de deporte y atletismo (X643)"
"20",X60-X84,X64,X644,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, calles y carreteras (X644)"
"20",X60-X84,X64,X645,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, comercio y área de servicios (X645)"
"20",X60-X84,X64,X646,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, área industrial y de la construcción (X646)"
"20",X60-X84,X64,X647,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, granja (X647)"
"20",X60-X84,X64,X648,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, otro lugar especificado (X648)"
"20",X60-X84,X64,X649,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados, lugar no especificado (X649)"
"20",X60-X84,X65,X650,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, vivienda (X650)"
"20",X60-X84,X65,X651,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, institución residencial (X651)"
"20",X60-X84,X65,X652,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, escuelas, otras instituciones y áreas administrativas públicas (X652)"
"20",X60-X84,X65,X653,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, áreas de deporte y atletismo (X653)"
"20",X60-X84,X65,X654,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, calles y carreteras (X654)"
"20",X60-X84,X65,X655,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, comercio y área de servicios (X655)"
"20",X60-X84,X65,X656,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, área industrial y de la construcción (X656)"
"20",X60-X84,X65,X657,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, granja (X657)"
"20",X60-X84,X65,X658,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, otro lugar especificado (X658)"
"20",X60-X84,X65,X659,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol, lugar no especificado (X659)"
"20",X60-X84,X66,X660,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, vivienda (X660)"
"20",X60-X84,X66,X661,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, institución residencial (X661)"
"20",X60-X84,X66,X662,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, escuelas, otras instituciones y áreas administrativas  públicas (X662)"
"20",X60-X84,X66,X663,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, áreas de deporte y atletismo (X663)"
"20",X60-X84,X66,X664,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, calles y carreteras (X664)"
"20",X60-X84,X66,X665,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, comercio y área de servicios (X665)"
"20",X60-X84,X66,X666,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, área industrial y de la construcción (X666)"
"20",X60-X84,X66,X667,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, granja (X667)"
"20",X60-X84,X66,X668,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, otro lugar especificado (X668)"
"20",X60-X84,X66,X669,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, lugar no especificado (X669)"
"20",X60-X84,X67,X670,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, vivienda (X670)"
"20",X60-X84,X67,X671,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, institución residencial (X671)"
"20",X60-X84,X67,X672,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, escuelas, otras instituciones y áreas administrativas  públicas (X672)"
"20",X60-X84,X67,X673,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, áreas de deporte y atletismo (X673)"
"20",X60-X84,X67,X674,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, calles y carreteras (X674)"
"20",X60-X84,X67,X675,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, comercio y área de servicios (X675)"
"20",X60-X84,X67,X676,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, área industrial y de la construcción (X676)"
"20",X60-X84,X67,X677,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, granja (X677)"
"20",X60-X84,X67,X678,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, otro lugar especificado (X678)"
"20",X60-X84,X67,X679,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores, lugar no especificado (X679)"
"20",X60-X84,X68,X680,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, vivienda (X680)"
"20",X60-X84,X68,X681,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, institución residencial (X681)"
"20",X60-X84,X68,X682,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, escuelas, otras instituciones y áreas administrativas  públicas (X682)"
"20",X60-X84,X68,X683,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, áreas de deporte y atletismo (X683)"
"20",X60-X84,X68,X684,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, calles y carreteras (X684)"
"20",X60-X84,X68,X685,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, comercio y área de servicios (X685)"
"20",X60-X84,X68,X686,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, área industrial y de la construcción (X686)"
"20",X60-X84,X68,X687,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, granja (X687)"
"20",X60-X84,X68,X688,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, otro lugar especificado (X688)"
"20",X60-X84,X68,X689,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas, lugar no especificado (X689)"
"20",X60-X84,X69,X690,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, vivienda (X690)"
"20",X60-X84,X69,X691,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, institución residencial (X691)"
"20",X60-X84,X69,X692,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, escuelas, otras instituciones y áreas administrativas  públicas (X692)"
"20",X60-X84,X69,X693,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, áreas de deporte y atletismo (X693)"
"20",X60-X84,X69,X694,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, calles y carreteras (X694)"
"20",X60-X84,X69,X695,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, comercio y área de servicios (X695)"
"20",X60-X84,X69,X696,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, área industrial y de la construcción (X696)"
"20",X60-X84,X69,X697,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, granja (X697)"
"20",X60-X84,X69,X698,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, otro lugar especificado (X698)"
"20",X60-X84,X69,X699,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, lugar no especificado (X699)"
"20",X60-X84,X70,X700,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación vivienda (X700)"
"20",X60-X84,X70,X701,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, institución residencial (X701)"
"20",X60-X84,X70,X702,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, escuelas, otras instituciones y áreas administrativas  públicas (X702)"
"20",X60-X84,X70,X703,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, áreas de deporte y atletismo (X703)"
"20",X60-X84,X70,X704,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, calles y carreteras (X704)"
"20",X60-X84,X70,X705,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, comercio y área de servicios (X705)"
"20",X60-X84,X70,X706,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, área industrial y de la construcción (X706)"
"20",X60-X84,X70,X707,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, granja (X707)"
"20",X60-X84,X70,X708,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, otro lugar especificado (X708)"
"20",X60-X84,X70,X709,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación, lugar no especificado (X709)"
"20",X60-X84,X71,X710,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión, vivienda (X710)"
"20",X60-X84,X71,X711,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión, institución residencial (X711)"
"20",X60-X84,X71,X712,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión, escuelas, otras instituciones y áreas administrativas  públicas (X712)"
"20",X60-X84,X71,X713,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión, áreas de deporte y atletismo (X713)"
"20",X60-X84,X71,X714,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión, calles y carreteras (X714)"
"20",X60-X84,X71,X715,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión, comercio y área de servicios (X715)"
"20",X60-X84,X71,X716,"Lesión autoinfligida intencionalmente por ahogamiento y sumersión, área industrial y de la construcción (X716)"
"20",X60-X84,X71,X717,"Lesión autoinfligida intencionalmente por ahogamiento y sumersión, granja (X717)"
"20",X60-X84,X71,X718,"Lesión autoinfligida intencionalmente por ahogamiento y sumersión, otro lugar especificado (X718)"
"20",X60-X84,X71,X719,"Lesión autoinfligida intencionalmente por ahogamiento y sumersión, lugar no especificado (X719)"
"20",X60-X84,X72,X720,"Lesión autoinfligida intencionalmente por disparo de arma corta, vivienda (X720)"
"20",X60-X84,X72,X721,"Lesión autoinfligida intencionalmente por disparo de arma corta, institución residencial (X721)"
"20",X60-X84,X72,X722,"Lesión autoinfligida intencionalmente por disparo de arma corta, escuelas, otras instituciones y áreas administrativas  públicas (X722)"
"20",X60-X84,X72,X723,"Lesión autoinfligida intencionalmente por disparo de arma corta, áreas de deporte y atletismo (X723)"
"20",X60-X84,X72,X724,"Lesión autoinfligida intencionalmente por disparo de arma corta, calles y carreteras (X724)"
"20",X60-X84,X72,X725,"Lesión autoinfligida intencionalmente por disparo de arma corta, comercio y área de servicios (X725)"
"20",X60-X84,X72,X726,"Lesión autoinfligida intencionalmente por disparo de arma corta, área industrial y de la construcción (X726)"
"20",X60-X84,X72,X727,"Lesión autoinfligida intencionalmente por disparo de arma corta, granja (X727)"
"20",X60-X84,X72,X728,"Lesión autoinfligida intencionalmente por disparo de arma corta, otro lugar especificado (X728)"
"20",X60-X84,X72,X729,"Lesión autoinfligida intencionalmente por disparo de arma corta, lugar no especificado (X729)"
"20",X60-X84,X73,X730,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, vivienda (X730)"
"20",X60-X84,X73,X731,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, institución residencial (X731)"
"20",X60-X84,X73,X732,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, escuelas, otras instituciones y áreas administrativas  públicas (X732)"
"20",X60-X84,X73,X733,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, áreas de deporte y atletismo (X733)"
"20",X60-X84,X73,X734,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, calles y carreteras (X734)"
"20",X60-X84,X73,X735,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, comercio y área de servicios (X735)"
"20",X60-X84,X73,X736,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, área industrial y de la construcción (X736)"
"20",X60-X84,X73,X737,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, granja (X737)"
"20",X60-X84,X73,X738,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, otro lugar especificado (X738)"
"20",X60-X84,X73,X739,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, lugar no especificado (X739)"
"20",X60-X84,X74,X740,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, vivienda (X740)"
"20",X60-X84,X74,X741,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, institución residencial (X741)"
